text,emoji
i felt towards my dad growing up i think it eerily parallels how i feel towards romantic interests now,love
i feel weird taking up time and making these sometimes terrible sounds that people have to hear,surprise
i feel so vulnerable and yet so protective over her,fear
i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can't get messy,sadness
i wont complain too much though as it did cool the place down and i'm feeling nowhere near as hot as i have been lately,love
i'm feeling lame about my progress is to look at my pics that i've taken,sadness
i miss feeling pretty and delicate,love
i have learned so much with him even now i still learn new things about rabbits i feel you always keep learning about them being amazed by them,surprise
i am not sure if anyone at all can understand how i feel toward them but i almost feel like one of those troubled teens they often have on maury,sadness
i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,anger
i actually was in a meeting last week where someone yelled at an older lady because her phone rang i felt terrible for her your boss treats you unfairly or in this case someone makes you feel you are not worth anything is only allowing those who offended to steal your joy,anger
i feel doubtful and afraid,fear
i feel like i'm damaged goods hah,sadness
i feel so amazing and i'm so by a yourweightlossmethods,joy
i couldn't help but feel slightly intimidated,fear
i feel so uncertain about the decade ahead,fear
i still feel innocent and small,joy
i got the feeling he wasn't saying this to string me along so much as to have a sympathetic audience to tell his troubles to,love
i do have a chinese mum a few chinese sisters spent two very important years of my life in china so when someone who knows all this has a conversation like the one below with me i feel pretty hopeless about the power of education,sadness
i'm feeling more festive,joy
i am just kind of left feeling insecure and uneasy in my own skin,fear
i will nolonger tell anybody how i feel or what i'm thinking cause all it seems to do is get me more hated than i already am,sadness
i am not angry at him i kindda let my negative feelings towards him away but something is still bothering me maybe i'm a little bit jealous at him because he won for him it was easier to let things go and have fun whereas at my side things aren't that simple,anger
i feel like my go to emotion is angry,anger
i feel it's because we re unsure how we can help,fear
i feel my desire to learn or explore the truth as they say in spirituality leads me to useful sources,joy
climbing a mountain to see a view,fear
i feel she's frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,fear
i feel that gulam ali is even more talented than many other classical singers,joy
i would definitely recommend reading this especially if you are going through some trying times or feeling a bit hopeless and overwhelmed,sadness
i feel sentimental i close my eyes and look up i feel powerful if i do that,sadness
i feel i am kinda pissed off,anger
i like to feel that is exactly what i do for my beloved graham,love
i'm feeling mentally burdened with many things to get done,sadness
i feel the gentle press of the seed through the soil,love
i begin to have these doubts my stomach clenches my heart races and i feel fearful,fear
i hate or love or feel complacent about what i am working on,joy
i definitely feel like hot stuff strutting down the road in it a,love
i feel like a rag doll badly abused,sadness
i feel very shocked by how many people i talk to who havent seen this movie,surprise
i would gladly make it on the morrow since i am not feeling well,joy
i feel could be amazing but like wonder woman is rarely handled well,surprise
i am ever feeling nostalgic about the fireplace i will know that it is still on the property,love
i'm inclined to think his feeling disturbed is at least partly due to the manifest problems with the tactic,sadness
i'm so proud of you no words can describe the way that makes my heart feel thank you god for my supportive amazing hubbard,love
i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear
i feel such a longing and sadness when i see families with more children than i have,love
i feel and i'm amazed of how often i think i need to save the world,surprise
i act as head of family when he is far too young for this and making sasuke feel that he has to support her instead of her supporting him which by right should be her duty because she is the mother and he is the child and he is fatally ill and not she,joy
i like feeling submissive or at the very least that my lover is dominant,sadness
i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him,anger
i feel so horny and naughty dressed up like this and my tgirl cock is getting a real work out as i continue to admire myself,love
i feel gentle as if i have let go of so much,love
i feel like i'm giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the one to travel and spontaneously meet an erratic person that swoons me with their life stories,surprise
i had been feeling resentful of my parents for some few hours,anger
i dont want to approach this topic too lightly but at the same time i feel apprehensive putting it all out there,fear
i feel like the writer wants me to think so and proclaiming he no longer liked pulsars is a petty and hilarious bit of character,love
i like frappes and shit when i'm feeling naughty but i drink tea daily,love
i know different because i feel in your hugs and kisses that i'm perfect just the way i am,joy
i feel honored to have those books on my shelves,joy
i have talked about it too much i feel here is a video if you are curious,surprise
i should feel burdened that the slightest touch from that body even now still lingers upon my skin,sadness
i feel overwhelmed how about you,surprise
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,love
i wanted to because he loves me and i feel like if he cares enough about me even if he doesnt care about the wedding itself he should be more supportive and not throw it in my face,love
i missed the blessing of god's providence the feeling that god was caring for me and protecting me,love
i was feeling melancholy on a cloudy rainy lonely easter sunday,sadness
i just wanted to write this post because i'm sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don't have to feel that way at all,sadness
i feel damn agitated during the speech,anger
i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,fear
i used to feel homesick but now theres just loneliness sometimes and a sort of urgent need to get away from my parents,sadness
i write when i am feeling happy and childish,joy
i feel victimized like i'm getting robbed,sadness
i feel like we are supporting her lifestyle,love
i am feeling fine today and felt fine yesterday,joy
i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,anger
i agree even though when i feel discouraged i like to go to places with lots of color because they make me feel better,sadness
i got this very sexy latex outfit from their lucky chair it made me feel very naughty the hair is called hungover and it is free by a marketplace,love
i am currently feeling i wouldnt surprised if its flipped again,surprise
i so desperately want to be able to help but i feel so helpless,fear
i feel like the popular kid at school,joy
i was not feeling up to it yet i blamed my fiances deployment for bringing me down,sadness
i feel your gentle stare and feel your love,love
i feel like if you shop smart you can still add a few things here and there to your wardrobe without breaking the bank,joy
i find that i cant do as much as i used to do without feeling exhausted,sadness
i notice that i feel a little apprehensive even to share all this,fear
i cant find it and yet i feel that i am longing for something,love
i feel benevolent enough to buy them some peanuts and other treats,joy
i got a bad feeling ryodan doesn't plan to leave me alone in there too long with all those computers,sadness
i ever feel anymore is when one of us gets angry,anger
i had to have a blood test yesterday so perhaps i'm feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,love
i am feeling a tad smug right now,joy
i've been feeling cranky lately,anger
i've been feeling sort of depressed,sadness
i live though it is my husband my children my spirituality my love for nature and my enthusiasm for life that keeps me feeling grounded and happy,joy
i feel like i should admit to her how many times a week i make pasta for dinner and that i never make my bed at school so shes less impressed or something,surprise
i feel all funny sometimes,surprise
i'm already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,anger
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,anger
i inspect samples of wheat i started feeling that i was a suspicious character,fear
i feel rebellious and think let them do so,anger
i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you,anger
i'm feeling so so insecure,fear
i was feeling a bit gloomy over the weekend maybe it was all these grey days weve been having,sadness
i'm doing things that make me feel brave and strong i have a a derfwadmanor,joy
i am feeling impatient restless excited,anger
i can sit here and say its a warm feeling that overcomes you and you feel reassured but that isnt good enough,joy
i feel like amazing x men compensated enough to earn it a out of,surprise
i can't tell you how awful that comment made me feel its not supportive it's condescending,love
i don't feel that talented at impacting how things end up at the moment,joy
i feel so blessed and honored that we get to be its parents,love
i feel as though i need to say hi my name is cathy lovely to meet you,love
i feel that they were just as surprised to be sharing my dream as i was to have them sharing it,surprise
i feel tortured a lawrencewashington,anger
i'm not sure theyre right to feel triumphant but they certainly got a lot of comfort from the way the arguments went,joy
i feel is he generous,love
i am feeling jealous i remind myself of this story and it keeps me on the path to better living,anger
i simply cannot imagine me feeling cleaning caring for a baby,love
i started feeling like myself again but it was a pretty rotten time in between,sadness
i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger
i feel more sympathetic than ever for elementary school teachers trying to coerce entire classes of third graders to walk single file to the lunchroom,love
i didn't want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,anger
i'm just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,anger
i'm feeling generous now the proposals to allow crop based biofuels to reduce our fossil fuel use by only and to withdraw the market for these biofuels altogether after mean that around'm of investment in the uk biofuels industry could be in peril,joy
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,sadness
i sincerely feel will benefit any relationship whether it is romantic family work or socially oriented,love
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,fear
i see the look of doubt on your face i feel the scorn in your eyes but for anyone skeptical of grits dinner grits please see this as a totally amazing sister to mashed potatoes,fear
i feel that way makes me even more angry,anger
i gotta say i'm feeling pretty impressed with how everything ended up considering my total dollars dropped totaled and i have three small canvases to play with display with,surprise
i feel like i'm not gonna lie i'm really surprised that i feel like i should share this,surprise
i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,anger
i feel even more bothered because here i am being bothered by this when the boy probably isn't even thinking about this,anger
i do not want to accept that it's inevitable that we all become grumpy old men and women as we age and i do not want to accept that feeling irritated and annoyed by trivial little things is normal,anger
i must feel hatred for the innocent deaths of all those americans,joy
i feel very popular and also a little pressure to keep it up which is exactly what i need,joy
i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,sadness
i returned home defeated and feeling totally unsure of who i was,fear
i do feel his role is as vital as mine and i like feeling that way about our family dynamic,joy
i feel like theyre being rude in the first place and as long as you arent snappy about it you have every right to ask him not to touch you,anger
i met up with some friends to watch the hockey game and headed off to a local pub called pig and duke ate some parmesan truffle wings not sure how i feel about those and some prawn lollipops delicious but terrible name,joy
i have a feeling he is much more talented than i am,joy
i feel little impatient especially thinking of who the scoundrel will be coming to impose his her their will on me,anger
i alba i feel good and i'm fitting in,joy
i feel that while i was furious with the ra and the mug i was polite to her,anger
i'm feeling positive but its impossible to describe the busy exhausted adrenaline filled craziness of having a preemie in the nicu,joy
i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,fear
i feel so fucked up most of the time because not being able to concentrate on anything amp feeling anxiety all the time about everything makes me stressed apathetic amp i cant handle stress at all,anger
i've never owned a mac have always used microsoft and just feel disillusioned with the way theyve managed this roll out all the glitches things not working and overall that vista has been out for months and it is only now that it is starting to become stable thanks to update after update,sadness
i was feeling on the upswing and mentally i felt well stable,joy
i definitely felt scared which made me feel vulnerable and i hated that,fear
i was feeling irritated and slightly upset after this conversation,anger
i found the art at the other side of all i feel very impressed with my work,surprise
i just don't feel as impressed and as happy with things like i used to,surprise
i feel a bit disillusioned about men as a whole population,sadness
i am so happy because i finally feel like i'm doing something that i am compassionate about,love
i am feeling a bit nostalgic today,love
i am feeling incredibly generous i will allow mike to spoon for about minutes and then i start panic breathing and he gets the idea and rolls over to his side of the bed,love
i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since i'm feel pretty discouraged lately,sadness
i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations,surprise
i'm still feeling all wimpy it may be another skip around,fear
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger
i feel quite helpless in all of this so prayer is the most effective tool i have because i have no answers and there is nothing else i can offer them right now,sadness
i really feel disturbed over all this mayhem as i have been to this heavenly vale twice and personally know all the ground realities,sadness
i have also been feeling completely overwhelmed and so incredibly unappreciated,surprise
i spent the rest of the morning feeling discouraged and disappointed,sadness
i kind of asked somebody if they confirmed my feeling and they ignored me so i guess i went on,sadness
i've just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because i'm pond scum,sadness
i would feel weird having my dads hand on my stomach for any amount of time especially for several minutes while he waits to feel taryn jumping around in there,surprise
i feel so immensely blessed that i was chosen to be little joeys mom,love
i'm feeling wimpy and whiny and generally tired,fear
i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm,love
i was feeling rather cranky cos i was thinking about the lack of sleep i had bah,anger
i was also worried about the long trip because i had vomited the night before and as you may guess i'm not feeling well at all,joy
i have been going around feeling like i have roundly abused my poor tongue so ravaged by hops has it become i think it is a challenge to think of taste as a really physical sensation,sadness
i feel like every day is a blur of running being irritated with my son and doing something pertaining to making dinn,anger
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,fear
i get people asking me what it feels like to be the most hated man in dallas county said assessor steve helm,sadness
i'm getting there but i really do feel dazed and confused at the moment,surprise
i feel like i am as fearful now as i was when i first threw my leg over the top tube after my surgery,fear
i am feeling so remorseful now,sadness
i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,love
i know that i'm carrying an obvious prejudice into all of this because of my own feelings about watching them be repeatedly tortured on this topic,anger
i spoke with reported feeling dissassociated and dissatisfied with their human lives,anger
i feel quite disappointed in myself for being sucked into the charade,sadness
i'm feeling craving theres always a tender morsel of a song ready to appease my appetite,love
i am feeling horny so i ask her that lets go home,love
i could feel the aching starting earlier in the day,sadness
i feel that noleans probably lacks a lot of the diy art and music stuff that id go sorta neurotic wihtout,fear
i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,anger
i am feeling genuinely proud of myself,joy
i dont remember a day i was not romantic and feel passionate about the feeling of life,love
i begins to feel herself grow too fond of him and asks him to leave her alone for good,love
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger
i personally feel that url was a little vain and after awhile i started to get irritated by how self centered it sounded,sadness
i feel a little funny about being so open and personal in my sandblog but if admitting all of this helps me achieve my wish than it's worth it,surprise
i may notice that you feel aggravated or joyful or whatever it is that youre feeling,anger
i'm going to sleep now while i still feel triumphant,joy
i don't really feel attracted to people who are cool and normal,joy
i completely feel sympathetic for my children that suffer mentally because life is just too over stimulating,love
i think its just a subconscious acknowledgement about my feelings towards eddie eg ignored,sadness
a girl entered in the division where i work and greeted everybody but not me,anger
i feel like i'm almost uh afraid of everything so to speak,fear
i think beaches are my favorite places although i get the feeling i would be quite fond of the desert also,love
i feel back onto my bed caring for my stinging eye,love
i also feel like i have been keeping myself intentionally stupid behind slow in the past i've known that keeping up with gaga would require getting up to light speed which transforms you into an artist and i'm ready to do that now an hold nothing back,sadness
i got the feeling she hated that that i would not admit it let it in i know i've hated every single obstacle that kept it from her every single leaden block that kept being placed in our once clear path to one anothers arms,anger
i feel frightened and exhilarated by the scene,fear
i feel so profoundly blessed to finally be in a good place of life to be at peace to know what i would want in a husband and to be able to recognize it quickly,joy
i just want to stop feeling so shitty i feel terrible and horrid and eurgh,sadness
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
i've seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,fear
i was cut into feeling pain that shocked me,surprise
i wish i could do that chinese bite on my finger so you feel the pain miles away thing but upon some reflection perhaps that wouldnt be very considerate,love
i was feeling clever so i changed the last line to cookies for you,joy
i feel extremely drained of energy,sadness
i feel ashamed afraid to let people come over to see my messy house afraid i ll be pulled over and my car towed for my unpaid ticket afraid that blood work will come back with a diagnosis of imminent death,sadness
i'm feeling slightly irritable but generally level headed and actually not in a bad mood,anger
i am nowhere perfect but i feel helpless to save my family because they are so far away,sadness
i seem to remember it was gold dust not willy wonka style gold tickets but i'm feeling generous and although i liked the new faceplate for me the redesign just didn't work,love
i focus on the injustice the anger rises and i feel frustrated because i know i cannot change things on my own,anger
i told him that college philosophy was not the same as his class because it lacked the comforting feeling of a humorous instructor,joy
i feel so pained by a situation or circumstance or i become so frustrated by something that is so out of my control and completely unacceptable that instead of looking like a crazy person running around cursing and screaming i throw a tantrum in my mind,sadness
i'm being reserved kind i feel so loads and loads and loads of mood swings i am not caring eh,love
i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,joy
i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,joy
i feel so unhappy even with it,sadness
i use to never ever kiss anyone but i'vekissed different people in the last week and a half and needless to say i'm feeling a but slutty,love
i feel blessed that i am allowed to take things for granted,joy
i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,joy
i'm having trouble coming with words to describe the way i feel i'm so devoted to it,love
i do when i'm feeling a bit weird to reground myself,surprise
i finally get it right i feel happily smug and relieved that a piece of work is done,joy
i feel uncomfortable with the fact i am so powerless at the moment,fear
i am feeling a little overwhelmed like i do every year at this time at the speed each holiday season creeps up on us,surprise
i feel myself slowly not caring about living up to other peoples standards when it comes to aesthetics and how i present myself,love
i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,surprise
i didn't feel as terrified or as nervous as i normally would in that type of situation,fear
i feel like i'veregained another vital part of my life which is living,joy
i acknowledge that i am not actually fat by definition but feeling uncomfortable in my skin,fear
i find myself in the odd position of feeling supportive of,love
i read up on the practicies and cult like beliefs of falun gong and now i feel sceptical and a tad bemused,fear
i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them,anger
i still feel slightly strange with sorrow but i know its not something of god but of satan,surprise
i feel that they are vulnerable in the coming election given their performance,fear
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,anger
i feel pretty rotten,sadness
i've gotten so used to them to the extent that i'm actually feeling weird without them,surprise
i am feeling a little intimidated by the riders in central park right now and i dont want to go,fear
i use it all over my face and sometimes my neck if i'm feeling generous,love
i feel like i've become more relaxed as a parent,joy
i always tell them to just wear what makes them look feel cute,joy
i am happy with the news comeback i am feeling agitated with some fangirls,anger
i've been feeling for awhile and he looked at me with a surprised look and said is that you,surprise
i have paused on purpose that i must step back and recognize why i'm walking around feeling discontent and then make the needed adjustments,sadness
i also cant sleep because all my life feels totally totally fucked and it makes no sense at all on one level i am sober and therefore all should be well but i have been living in so much self centered self willed thought and action and iam in such a world of pain right now,anger
i feel like a treasured prize,love
i'm waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,fear
i am back working with confidence and feeling terrific,joy
i could say i was feeling fear or anxiety or that i'm terrified of what the future may bring,fear
i've been coughing for the past few days now and my stomach muscles are definitely feeling rather tender the sore throat is a new development as is the runny nose,love
i feel uncomfortable when i need to sit through a bad presentations,fear
i am surprised that she is shocked by what i have said and begin to feel dismayed as she becomes increasingly sympathetic in her responses towards me,sadness
i once told my friends that i feel like doing some sort of backpacking but instead of supporting me with this idea all i got from them were raised eye brows and some sarcastic remarks,joy
i feel tortured and sickened exactly the way i felt the last day of lances leave,fear
i feel unbearably tortured knowing that i'm helpless i cant invade north korea and take down kim jong un i cant actually save the world,fear
i feel like i've missed the boat,sadness
i do feel slightly ungrateful about it but i can only spend so much time with them before going mad,sadness
i'm already feeling stressed without trying to sort that lot out,sadness
i guess i was feeling a little too smug because when we got off in acco i led her out of the train station and outside and we started walking down the sidewalk to the bus that would take us to nahariya,joy
i must say it was first numb then ouch my head feel dazed,surprise
i can tell most of the time what shes really feeling and she was being really sincere,joy
i can feel like crap and be safe,joy
i feel paranoid that every time i log onto facebook or attend church that i'm about to find out yet another friend is pregnant,fear
i told him that maybe i just need time to think how i've been feeling indecisive about things lately,fear
i got caught shoplifting a package of gummy bears,fear
i just feel very cheated and quite frightened that i was invaded like this,fear
i feel really low it would be nice to have someone to hold me when i cry,sadness
i feel like i have devoted myself to doing what i can to reduce my impact on the environment she wrote in her blog babsbrisbane,love
i are feeling horny and decide to give a double header long wet sloppy blowjob,love
i was bonded to that point in time and still feel fond of this memory,love
i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,joy
i have no strong feelings for this book neither hated nor loved it,anger
i feel so heartless right now,anger
i feel delighted when i make good food,joy
i was made to feel like it was my fault that i couldn't control my husband and his violent behavior if they even believed it existed,anger
i think she just rolled out i guess she's over it already i'm kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,surprise
i feel so peaceful so i know i made the right decision,joy
i feel hated and not wanted but just be an ignored,sadness
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,fear
i am able to say with acuity that feeling exhausted is not normal for anyone,sadness
i'm feeling amorous tonight never again,love
i've been feeling passionate about local business lately and i do like to walk through consignment stores and second hand shops just as much as i enjoy goodwill,love
i guess i feel a little vulnerable because i have to undergo all these physical changes in front of the whole world and it seems a little daunting,fear
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
i that it feels like she is being tortured,fear
i am feeling a bit doubtful of myself the last couple of weeks,fear
i've always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,anger
i feel so blessed to be a part of your days,joy
i'm feeling hot already after tackling the front hedge,love
i started feeling my left arm aching,sadness
i feel stupid typing that,sadness
i'm still feeling that christmas loving with my polyvore boards and its only the start of advent,love
i must tell you i feel pretty stupid standing in my yard revving the motor letting it stop revving the motor and letting it stop times to get more inches of line,sadness
i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,fear
i wonder does anyone ever feel particularly inspired or moved watching question time these days,joy
i saw that there were more stones jackie was standing there a certain way i can sense that she was feeling a bit agitated,fear
i'm not sure why but i'm just feeling delicate,love
i am feeling apprehensive about this move and worried i have blown all my money that was meant to pay my rego,fear
i miss lev and i didnt think that i would cos lately at school weve been rubbing eachother the bad directions i think but i feel as if break is serving as a splendid cleansing time,joy
i'm going to putter on the computer till i feel less violent and down,anger
i know i am not alone in this feeling and a supportive community is the antidote,love
i just feel greedy and lame making one,anger
i feel completely lost,sadness
i have to admit i always feel apprehensive to order the wings when i'm eating out,fear
i know i have my family and friends and god but some point in your life in my life i want to feel romantic love again,love
i feel defective or something,sadness
i had on my plate without the stress of feeling completely overwhelmed,surprise
i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,surprise
i know it so difficult especially when you feel you have been wronged,anger
i am feeling the need the longing for the flowers the birds and the warmth of the sun,love
i sit here just a few hours after seeing this fucking thing and swimming in post traumatic combat shock i am reminded that clich's flaws and feeling like a supporting character in your own movie are what often define our real lives and the world we live in,love
i remember feeling nervous,fear
i feel now i am not giving all of me to christ and i want to be devoted,love
i feel devastated for a young man,sadness
i almost feel like i missed this month but when thinking of what i actually did it sure wasnt wasted my sister got married,sadness
i just read this on yahoo and thought it verrrrrrrryyyy interesting n n n n red may be the color of love for a reason it makes men feel more amorous ntoward,love
i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,anger
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,fear
i read it at a time amp place where i was feeling less than perfect,joy
i would feel even more clever had i actually intended to do that,joy
i just feel like someone out there has to listen and be sympathetic and then,love
i didnt feel humiliated,sadness
i feel hateful to have given up my friendship with that woman and a couple of others for the same reasons to admit defeat and let my husband make me feel so insecure that i feel the need to avoid her cut her out of my life so that my securities is not challenged,anger
i'm feeling somewhat nostalgic about the game just from the fact that its star wars,love
i feel dazed deserted,surprise
i'm feeling reluctant to exit my freshly cleaned apartment which i stayed up cleaning late last night,fear
i'm feeling quite distressed about the amount of horses whose jaws are jammed shut with what i consider to be excessive nosebands along with a considerable amount of metal in their mouths,fear
i feel insecure around people who i marvel at people who humble me,fear
i have been using deborah lippmann hard rock as a base for a couple weeks and it seems to prevent staining exceedingly well so i ws feeling brave enough to try this modified french tip two coats of a peachy pink jelly sation love at first byte then a random black with a dotting tool for spots,joy
i have a feeling there will be many sarcastic quotes in this and future posts about him yikes,anger
i feel isolated because i'm not much for driving on bad roads,sadness
i feel crappy i eat crappy,sadness
i sure did appreciate her asking instead of just feeling mad or hurt because she thought i was,anger
i am so incredibly thankful for the temple and for the blessings the promises and especially the feeling that comes over me when i am either inside this amazing building or simply when i drive by,joy
i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,surprise
i began to feel unimportant useless insecure and i was disconnected from everything that i used to know,sadness
i feel nervous but hes in control pretty soon,fear
i feel like thats what vicious circle is,anger
i feel a bit stressed even though all the things i have going on are fun,anger
i gotta feeling that tonight's gonna be a good night as i follow you home break in and hug you through the shower curtains as you shower,joy
i feel paranoid about this you havent talked to me in two days and i'm scared,fear
i feel so shitty right now i just arugh,sadness
i feel strange putting a review in this post so ill keep it brief,fear
i'm feeling awfully irritated and worried and for a few good reasons,anger
i bet taylor swift basks in the knowledge that the boys she writes songs about probably feel tortured,anger
i was on the phone with tech support today and it turns out i have something in common with the guy on the phone we both have thoughts and feelings are are curious about this world,surprise
i'm certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,surprise
i always feel like i've been assaulted by his pics,sadness
i feeling suspicious i snooped computer,fear
i was feeling frightened to the core what if my friends laughed at me what if sir was too harsh what if,fear
i think what i'm going to do is care less about anything that doesn't matter and won't make me feel successful in life,joy
i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,fear
i was thankful for a slow sunday because i was not feeling so hot,love
i feel peaceful centered and an endless supply of energy each day to accomplish what is most important,joy
i feel ashamed that my two bags look like theyve erupted exploded natural disastered all over my hosts spotless stylish living room,sadness
id recommend using it before washing with a shower gel the oil does leave a residue behind which does feel lovely but its not particularly practical and also has a brownish tint to it,love
i'm just feeling grumpy and impatient and i'm ready to get things moving,anger
i feel hopeful like things are going to be great and like things are great,joy
i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,anger
i feel so cranky and disconnected,anger
i dont know if it was because i almost got a feeling that he actually might like me or if it was because i got the feeling that he liked olivia,love
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when i'm frustrated and feel helpless and lost as a mother,sadness
i wish it was a more comforting feeling but instead it feels strange like living the memories of someone else or maybe having woken up from a long dream or a long sleep years and finding that the trees around you have grown taller,surprise
i feel really irritable when i'm surrounded with it,anger
i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,sadness
i feel real mellow now,joy
i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,sadness
i feel that being faithful isnt enough in your eyes,love
i am normally better at avoiding the expensive pre packaged products when i go to waitrose but i was still feeling a bit shaken up from the parking issues so bought some extra bits to calm my nerves,fear
i was eager to know why i was feeling unhappy and unsatisfied,sadness
i see her face i just think about the amazing journey that shes been on here with us and i feel so privileged to have been a part of it,joy
i feel very irritated and annoyed today,anger
i dont i feel amazed,surprise
i could even feel his cold breath on my neck whispered hertha as she ran her fingers across the side of neck,anger
i'm still feeling indecisive i'm polling yall p,fear
i have chose for myself that makes me feel amazing,surprise
i feel like a failure at parenting and each time one of the boys screams at me talks back to be or just blatantly disregards me i am convinced i've lost the battle,joy
i love and captured an atmospheric feeling in their landscapes that really impressed me,surprise
i feel more inhibited more shy in my own town with a camera than i do in the centre of london,sadness
a relationship in which i had put my trust,sadness
i started to feel a lil bit pissed off when i shared out advertorial by creating blog post or sharing in my social networking but there are some other people out there sharing out their adverts by asking people to click on those links,anger
i feel this is entirely in vain,sadness
i love feeling like i am truly making a difference in students lives although sometimes i am unsure,fear
i could feel the strongest connection and still can to my divine self,joy
i would maybe come to feel special about the person given time,joy
i silently chant feeling the calm beginning to return,joy
i think that we must continue to seek each other's good even as we feel offended and to always look for ways to go lower and walk in the humility that jesus walked in,anger
i me still feeling cold from the swim which doesnt really count as one earlier on,anger
i not feel as happy as i did earlier,joy
i feel that some violent natures are generic,anger
i was feeling extremely anxious,fear
i smiled feeling my grandmothers presence in her sweet british accent,love
i just feel really violent right now,anger
i remember feeling shocked by the emotions because after all i was pregnant too and at that point we had no reason to think anything was wrong,surprise
i think itd be easier if i had parents that argued with me about it then i could feel rebellious or something p but right now i just feel like a burden,anger
i didnt feel that there were enough strong smart and funny female main characters in fiction and since thats what i imagine myself to be i started writing,joy
